id,name,team,category,capColor,accentColor,isPitcher
peak-24,"Aaron Judge '17",NYY,peak,#0C2340,#FFFFFF,false
wonder-12,"Aaron Small '05",NYY,peak,#0C2340,#FFFFFF,true
peak-23,"Albert Pujols '01",STL,peak,#C41E3A,#0C2340,false
peak-1,"Barry Bonds '01",SF,peak,#FD5A1E,#27251F,false
peak-2,"Barry Bonds '04",SF,peak,#FD5A1E,#27251F,false
peak-5,"Bob Gibson '68",STL,peak,#C41E3A,#0C2340,true
wonder-1,"Brady Anderson '96",BAL,peak,#DF4601,#000000,false
wonder-6,"Bret Saberhagen '89",KC,peak,#004687,#BD9B60,true
wonder-2,"Chris Davis '13",BAL,peak,#DF4601,#000000,false
peak-18,"Clayton Kershaw '14",LAD,peak,#005A9C,#FFFFFF,true
wonder-10,"Dontrelle Willis '03",FLA,peak,#000000,#00A3E0,true
peak-25,"Dwight Gooden '84",NYM,peak,#002D72,#FF5910,true
peak-6,"Dwight Gooden '85",NYM,peak,#002D72,#FF5910,true
peak-22,"Eric Gagne '03",LAD,peak,#005A9C,#FFFFFF,true
peak-27,"Fernando Valenzuela '81",LAD,peak,#005A9C,#FFFFFF,true
peak-26,"Fred Lynn '75",BOS,peak,#BD3039,#0C2340,false
peak-20,"Greg Maddux '95",ATL,peak,#CE1141,#13274F,true
peak-13,"Hack Wilson '30",CHC,peak,#0E3386,#CC3433,false
peak-35,"Herb Score '55",CLE,peak,#00385D,#E50022,true
peak-28,"Hideo Nomo '95",LAD,peak,#005A9C,#FFFFFF,true
wonder-7,"Hideo Nomo '95",LAD,peak,#005A9C,#FFFFFF,true
peak-10,"Ichiro Suzuki '01",SEA,peak,#0C2C56,#005C5C,false
peak-11,"Ichiro Suzuki '04",SEA,peak,#0C2C56,#005C5C,false
peak-31,"Jackie Robinson '47",BRK,peak,#005A9C,#FFFFFF,false
peak-17,"Jacob deGrom '18",NYM,peak,#002D72,#FF5910,true
wonder-4,"Joe Charboneau '80",CLE,peak,#00385D,#E50022,false
peak-33,"Joe DiMaggio '36",NYY,peak,#0C2340,#FFFFFF,false
peak-30,"Kerry Wood '98",CHC,peak,#0E3386,#CC3433,true
wonder-9,"Kerry Wood '98",CHC,peak,#0E3386,#CC3433,true
wonder-16,"Kevin Maas '90",NYY,peak,#0C2340,#FFFFFF,false
peak-34,"Mark Fidrych '76",DET,peak,#0C2340,#FA4616,true
wonder-5,"Mark Fidrych '76",DET,peak,#0C2340,#FA4616,true
peak-29,"Mark McGwire '87",OAK,peak,#003831,#EFB21E,false
wonder-8,"Mark Prior '03",CHC,peak,#0E3386,#CC3433,true
peak-19,"Max Scherzer '16",WSH,peak,#AB0003,#14225A,true
peak-15,"Mike Trout '12",LAA,peak,#BA0021,#003263,false
peak-14,"Mookie Betts '18",BOS,peak,#BD3039,#0C2340,false
wonder-3,"Norm Cash '61",DET,peak,#0C2340,#FA4616,false
peak-7,"Orel Hershiser '88",LAD,peak,#005A9C,#FFFFFF,true
wonder-17,"Pat Listach '92",MIL,peak,#FFC52F,#12284B,false
peak-3,"Pedro Martinez '00",BOS,peak,#BD3039,#0C2340,true
peak-4,"Pedro Martinez '99",BOS,peak,#BD3039,#0C2340,true
peak-21,"Randy Johnson '01",ARI,peak,#A71930,#E3D4AD,true
wonder-15,"Raul Mondesi '94",LAD,peak,#005A9C,#FFFFFF,false
wonder-11,"Rick Ankiel '07",STL,peak,#C41E3A,#0C2340,false
peak-9,"Rickey Henderson '82",OAK,peak,#003831,#EFB21E,false
peak-8,"Roger Clemens '86",BOS,peak,#BD3039,#0C2340,true
peak-12,"Roger Maris '61",NYY,peak,#0C2340,#FFFFFF,false
wonder-13,"Shelby Miller '13",STL,peak,#C41E3A,#0C2340,true
peak-16,"Shohei Ohtani '21",LAA,peak,#BA0021,#003263,true
wonder-14,"Steve Balboni '85",KC,peak,#004687,#BD9B60,false
peak-32,"Ted Williams '39",BOS,peak,#BD3039,#0C2340,false
playoff-19,"Aaron Boone '03 ALCS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-16,"Al Weis '69 WS",NYM,playoff,#002D72,#FF5910,false
playoff-6,"Bill Mazeroski '60 WS",PIT,playoff,#27251F,#FDB827,false
playoff-25,"Brian Doyle '78 WS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-17,"Bucky Dent '78 Playoff",NYY,playoff,#0C2340,#FFFFFF,false
playoff-11,"Chad Curtis '99 WS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-5,"Curt Schilling '04 ALCS",BOS,playoff,#BD3039,#0C2340,true
playoff-7,"David Freese '11 WS",STL,playoff,#C41E3A,#0C2340,false
playoff-3,"David Ortiz '04 ALCS",BOS,playoff,#BD3039,#0C2340,false
playoff-21,"Devon White '92 WS",TOR,playoff,#134A8E,#1D2D5C,false
playoff-8,"Edgar Renteria '97 WS",FLA,playoff,#000000,#00A3E0,false
playoff-26,"Gene Tenace '72 WS",OAK,playoff,#003831,#EFB21E,false
playoff-13,"Jeff Blauser '95 Braves",ATL,playoff,#CE1141,#13274F,false
playoff-24,"John Wetteland '96 WS",NYY,playoff,#0C2340,#FFFFFF,true
playoff-2,"Kirk Gibson '88 WS",LAD,playoff,#005A9C,#FFFFFF,false
playoff-23,"Lonnie Smith '91 WS",ATL,playoff,#CE1141,#13274F,false
playoff-18,"Luis Gonzalez '01 WS",ARI,playoff,#A71930,#E3D4AD,false
playoff-10,"Luis Sojo '00 WS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-4,"Madison Bumgarner '14 WS",SF,playoff,#FD5A1E,#27251F,true
playoff-22,"Marco Scutaro '12 NLCS",SF,playoff,#FD5A1E,#27251F,false
playoff-9,"Mark Lemke '91 WS",ATL,playoff,#CE1141,#13274F,false
playoff-27,"Mark Wohlers '95 WS",ATL,playoff,#CE1141,#13274F,true
playoff-12,"Otis Nixon '92 NLCS",ATL,playoff,#CE1141,#13274F,false
playoff-15,"Pat Borders '92 WS",TOR,playoff,#134A8E,#1D2D5C,false
playoff-1,"Reggie Jackson '77 WS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-14,"Scott Brosius '98 WS",NYY,playoff,#0C2340,#FFFFFF,false
playoff-20,"Tony Womack '01 WS",ARI,playoff,#A71930,#E3D4AD,false
